gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,paperless_billing,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,internet_service_x,phone_service_x,multiple_lines,avg_monthly_gb_download,unlimited_data,referred_a_friend,number_of_referrals,cltv,churn_value,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,contract_One Year,contract_Two Year,payment_method_Credit card (automatic),payment_method_Electronic check,payment_method_Mailed check,offer_Offer B,offer_Offer C,offer_Offer D,offer_Offer E,internet_type_DSL,internet_type_Fiber Optic
1,45,0,0,0,0,0,0,0,44.35,46.84,81.25,0.0,0,93.68,174.93,2,1,1,0,3,1,0,0,2570,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,True,False
1,40,0,0,0,0,0,0,1,66.25,25.72,546.45,0.0,0,205.76,752.21,8,1,1,0,24,1,0,0,3026,0,0,0,0,0,1,1,1,False,False,False,True,False,False,False,False,True,False,False
1,78,0,1,0,0,0,0,0,91.0,26.19,3180.5,0.0,40,916.65,4137.15,35,1,1,1,19,0,0,0,5527,0,1,0,0,0,0,1,0,False,False,True,False,False,False,False,False,False,False,True
1,76,0,1,1,0,0,1,1,104.35,8.59,6578.55,0.0,0,558.35,7136.9,65,1,1,1,7,1,1,9,4073,0,0,1,1,0,1,1,0,False,False,False,True,False,True,False,False,False,False,True
0,61,0,0,1,1,1,1,1,85.0,6.28,5607.75,0.0,130,427.04,6164.79,68,1,1,0,16,0,1,7,6221,0,1,1,1,1,1,1,1,False,True,True,False,False,False,False,False,False,True,False
1,61,0,0,0,0,0,0,1,84.85,39.32,523.5,0.0,0,235.92,759.42,6,1,1,0,12,1,0,0,3420,1,0,1,0,0,1,0,0,False,False,False,True,False,False,False,False,True,False,True
1,31,0,0,0,0,0,0,1,94.9,22.13,4422.95,24.08,0,1017.98,5416.85,46,1,1,1,22,1,0,0,5316,0,0,1,1,0,1,0,0,True,False,True,False,False,False,False,False,False,False,True
0,63,0,0,1,0,0,1,0,115.15,40.59,8349.7,0.0,0,2922.48,11272.18,72,1,1,1,25,1,1,10,4761,0,1,1,1,1,1,1,1,False,True,False,True,False,False,False,False,False,False,True
0,41,0,0,0,0,0,0,1,100.15,32.58,6413.65,0.0,0,2019.96,8433.61,62,1,1,1,15,1,0,0,5600,1,0,0,1,0,1,1,1,True,False,False,True,False,True,False,False,False,False,True
0,65,0,1,0,0,0,0,0,20.2,4.09,735.9,0.0,0,155.42,891.32,38,0,1,0,0,0,0,0,4947,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,False,False,False
1,22,1,0,0,0,0,0,1,53.5,14.58,53.5,0.0,0,14.58,68.08,1,1,1,0,73,1,0,0,5094,1,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,True,False
0,20,1,0,0,0,0,0,1,95.3,35.55,5817.7,0.0,0,2061.9,7879.6,58,1,1,0,73,1,0,0,6460,0,0,0,0,1,1,1,1,False,False,False,True,False,False,False,False,False,False,True
1,46,0,0,0,0,0,0,1,20.1,31.6,279.5,0.0,0,537.2,816.7,17,0,1,0,0,0,0,0,2185,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False
0,74,0,1,1,0,0,1,1,114.85,28.72,8317.95,0.0,0,2067.84,10385.79,72,1,1,1,25,1,1,3,4796,0,1,1,1,1,1,1,0,False,True,False,False,False,False,False,False,False,False,True
1,25,1,0,1,0,0,1,1,69.65,14.32,3442.15,0.0,0,716.0,4158.15,50,1,1,1,58,1,1,6,4706,0,0,0,1,1,1,0,0,True,False,False,True,False,True,False,False,False,False,False
1,40,0,0,0,1,1,0,0,49.35,26.04,219.65,0.0,0,104.16,323.81,4,1,1,0,27,1,0,0,5858,1,1,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,True,False
0,40,0,0,0,0,0,0,1,20.0,15.37,61.7,0.0,0,46.11,107.81,3,0,1,0,0,0,0,0,5575,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,67,0,1,1,0,0,1,1,80.45,26.99,583.45,0.0,0,215.92,799.37,8,1,1,0,2,1,1,2,3443,1,0,0,0,0,1,0,0,False,False,True,False,False,False,False,False,False,False,True
0,77,0,1,1,0,0,1,1,70.15,37.86,916.75,0.0,90,492.18,1498.93,13,1,1,0,19,0,1,2,5101,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
1,57,0,0,1,1,3,1,0,20.5,40.94,1177.95,5.83,0,2251.7,3423.82,55,0,1,0,0,0,1,1,5011,0,0,0,0,0,0,0,0,False,True,False,False,True,True,False,False,False,False,False
0,30,0,0,1,0,0,1,0,90.1,22.33,6310.9,0.0,0,1585.43,7896.33,71,1,1,1,71,1,1,2,5054,0,1,1,1,1,1,1,1,False,True,False,True,False,False,False,False,False,False,False
0,48,0,0,0,0,0,0,0,80.05,9.61,3019.1,0.0,0,355.57,3374.67,37,1,1,0,11,1,0,0,3364,0,0,1,1,0,0,0,0,True,False,False,True,False,False,False,False,False,False,True
1,66,0,1,1,0,0,1,1,111.95,45.04,4534.9,0.0,0,1846.64,6381.54,41,1,1,1,29,1,1,1,3711,1,0,1,1,1,1,1,0,True,False,False,True,False,True,False,False,False,False,False
0,37,0,0,1,1,3,1,1,85.1,8.39,4657.95,0.0,0,461.45,5119.4,55,1,1,1,52,1,1,1,5661,0,1,0,1,1,1,1,1,False,True,False,False,False,False,False,False,False,True,False
0,25,1,0,1,1,1,1,1,50.7,0.0,3088.75,0.0,20,0.0,3108.75,61,1,0,0,59,0,1,1,5024,0,1,1,0,1,0,1,1,True,False,False,False,False,True,False,False,False,True,False
1,41,0,0,1,1,3,1,1,61.9,37.68,2924.05,0.0,0,1657.92,4581.97,44,1,1,0,24,1,1,1,4388,0,0,1,1,1,0,0,0,False,False,False,False,True,False,False,False,False,True,False
1,43,0,0,1,0,0,1,1,110.15,22.71,6448.05,0.0,0,1339.89,7787.94,59,1,1,1,26,1,1,1,4601,1,1,1,1,0,1,1,1,True,False,False,True,False,True,False,False,False,False,True
0,67,0,1,0,0,0,0,1,34.7,0.0,329.8,0.0,0,0.0,329.8,10,1,0,0,4,1,0,0,3244,1,0,0,0,0,0,1,0,False,False,False,True,False,False,False,True,False,True,False
1,42,0,0,0,1,2,0,0,20.4,49.53,42.9,0.0,0,99.06,141.96,2,0,1,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False
0,58,0,0,1,1,1,1,1,19.8,48.56,1119.9,0.0,0,2719.36,3839.26,56,0,1,0,0,0,1,2,4681,0,0,0,0,0,0,0,0,False,True,True,False,False,True,False,False,False,False,False
1,29,1,0,1,0,0,1,1,108.4,10.68,7719.5,0.0,0,768.96,8488.46,72,1,1,1,59,1,1,8,4394,0,0,1,1,1,1,1,1,False,True,False,True,False,False,False,False,False,False,True
1,79,0,1,0,0,0,0,0,74.7,27.65,74.7,0.0,0,27.65,102.35,1,1,1,0,2,1,0,0,4182,0,0,0,0,1,0,0,0,True,False,False,True,False,False,False,False,False,False,True
1,74,0,1,1,0,0,1,1,19.35,1.89,847.25,0.0,0,83.16,930.41,44,0,1,0,0,0,1,4,4975,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False
1,24,1,0,0,0,0,0,0,19.75,20.29,208.25,0.0,0,202.9,411.15,10,0,1,0,0,0,0,0,3926,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,False,False
1,52,0,0,0,0,0,0,0,19.85,3.43,1434.1,0.0,0,246.96,1681.06,72,0,1,0,0,0,0,0,4790,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False
1,32,0,0,0,0,0,0,1,54.8,11.56,3465.7,0.0,0,762.96,4228.66,66,1,1,0,30,1,0,0,4621,0,1,1,0,0,0,0,0,True,False,False,False,True,False,False,False,False,True,False
1,44,0,0,1,0,0,1,1,101.05,34.62,2391.8,0.0,0,830.88,3222.68,24,1,1,1,23,1,1,1,4766,1,0,0,1,0,1,1,1,False,False,False,True,False,False,False,False,False,False,True
1,43,0,0,0,0,0,0,1,89.6,34.78,1633.0,0.0,0,626.04,2259.04,18,1,1,1,2,1,0,0,2269,0,0,0,1,0,1,0,0,True,False,True,False,False,False,False,False,False,False,True
1,62,0,0,0,0,0,0,1,54.45,7.28,1127.35,0.0,0,160.16,1287.51,22,1,1,1,7,1,0,0,2445,1,1,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,True,False
0,45,0,0,1,0,0,1,1,94.6,1.27,5948.7,0.0,0,81.28,6029.98,64,1,1,1,13,1,1,7,5038,0,1,0,1,0,1,0,0,False,True,True,False,False,True,False,False,False,False,True
0,53,0,0,1,1,1,1,0,39.2,0.0,849.9,0.0,50,0.0,899.9,22,1,0,0,19,0,1,4,3288,0,0,1,0,0,1,0,0,False,False,False,True,False,False,False,False,False,True,False
1,79,0,1,1,0,0,1,1,102.6,4.75,4009.2,45.81,0,180.5,4143.89,38,1,1,1,24,1,1,7,5469,0,0,1,1,0,1,1,0,False,True,False,True,False,False,True,False,False,False,True
1,31,0,0,0,0,0,0,0,20.25,7.83,109.8,0.0,0,39.15,148.95,5,0,1,0,0,0,0,0,5064,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False
0,79,0,1,0,0,0,0,1,98.25,47.35,560.6,0.0,0,284.1,844.7,6,1,1,1,29,1,0,0,3330,1,0,1,0,0,1,1,1,False,False,False,True,False,False,False,False,False,False,True
1,32,0,0,0,0,0,0,1,70.3,5.67,70.3,0.0,0,5.67,75.97,1,1,1,0,7,1,0,0,4512,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True
1,19,1,0,1,0,0,1,0,56.8,1.28,1074.65,0.0,0,23.04,1097.69,18,1,1,1,30,1,1,5,5558,0,0,1,0,0,0,0,0,False,False,True,False,False,False,False,False,False,True,False
0,33,0,0,0,0,0,0,0,53.8,7.42,651.55,0.0,0,81.62,733.17,11,1,1,0,17,1,0,0,5899,0,0,0,1,1,0,0,0,True,False,False,False,False,False,False,True,False,True,False
1,79,0,1,0,0,0,0,1,64.55,28.88,4250.1,0.0,0,1934.96,6185.06,67,1,1,1,11,1,0,0,4494,0,1,1,0,1,0,0,0,False,True,False,False,False,False,False,False,False,True,False
1,76,0,1,0,0,0,0,1,101.4,38.85,6841.05,0.0,0,2602.95,9444.0,67,1,1,1,19,1,0,0,5269,0,0,0,1,0,1,1,0,False,True,True,False,False,False,False,False,False,False,True
0,70,0,1,1,0,0,1,1,25.7,8.48,1937.4,0.0,0,610.56,2547.96,72,0,1,1,0,0,1,9,5079,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False
0,19,1,0,0,0,0,0,0,75.45,48.03,3545.1,0.0,0,2257.41,5802.51,47,1,1,0,69,1,0,0,4995,0,1,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
0,68,0,1,0,0,0,0,0,72.1,45.43,3886.05,0.0,0,2453.22,6339.27,54,1,1,1,2,1,0,0,4277,0,0,1,0,1,1,0,0,True,False,False,False,True,True,False,False,False,False,False
0,67,0,1,1,0,0,1,1,98.1,30.63,1060.2,49.06,0,367.56,1378.7,12,1,1,1,27,1,1,1,2709,1,0,1,1,0,1,0,0,False,False,False,True,False,False,False,True,False,False,True
0,30,0,0,0,0,0,0,1,84.75,24.21,2613.4,0.0,0,750.51,3363.91,31,1,1,1,48,1,0,0,3727,0,1,0,1,0,0,0,0,False,False,True,False,False,False,True,False,False,False,True
0,19,1,0,0,0,0,0,0,64.05,40.96,733.95,0.0,90,450.56,1274.51,11,1,1,0,52,0,0,0,4171,0,1,0,1,0,0,1,1,False,False,False,False,False,False,False,True,False,True,False
0,72,0,1,0,0,0,0,1,55.8,0.0,2109.35,0.0,80,0.0,2189.35,40,1,0,0,6,0,0,0,4272,1,1,1,0,0,1,1,1,False,False,False,True,False,False,False,False,False,False,False
1,65,0,1,1,1,1,1,1,75.2,28.64,775.3,0.0,0,315.04,1090.34,11,1,1,1,22,1,1,8,5193,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,True
1,33,0,0,0,0,0,0,1,92.5,3.25,452.7,0.0,0,16.25,468.95,5,1,1,1,25,1,0,0,2810,1,0,0,1,0,1,0,0,False,False,False,True,False,False,False,False,False,False,True
1,31,0,0,0,0,0,0,1,19.75,10.22,19.75,0.0,0,10.22,29.97,1,0,1,0,0,0,0,0,4441,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
0,50,0,0,1,1,3,1,0,19.7,7.31,395.6,0.0,0,146.2,541.8,20,0,1,0,0,0,1,7,4910,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False
1,58,0,0,1,1,3,1,0,19.65,26.17,169.75,0.0,0,209.36,379.11,8,0,1,0,0,0,1,6,4535,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,False,False
1,37,0,0,0,0,0,0,1,74.3,39.55,74.3,0.0,0,39.55,113.85,1,1,1,0,21,1,0,0,3063,0,0,0,0,1,0,0,0,False,False,False,False,True,False,False,False,False,False,True
0,72,0,1,0,0,0,0,0,111.65,44.81,7943.45,0.0,0,3226.32,11169.77,72,1,1,1,14,1,0,0,5388,0,0,1,1,1,1,1,0,False,True,False,True,False,False,False,False,False,False,True
1,39,0,0,1,1,2,1,1,91.0,42.08,531.0,0.0,0,252.48,783.48,6,1,1,0,29,1,1,5,2283,1,0,1,1,0,0,1,1,False,False,False,True,False,False,False,False,False,False,True
1,76,0,1,1,0,0,1,0,101.85,2.85,4086.3,0.0,0,114.0,4200.3,40,1,1,1,3,1,1,1,2837,1,1,0,0,0,1,1,0,False,False,False,True,False,False,False,False,False,False,True
0,20,1,0,1,0,0,1,1,73.65,14.53,1642.75,0.0,0,334.19,1976.94,23,1,1,1,48,1,1,5,2590,0,0,0,0,1,1,1,1,False,False,True,False,False,False,False,True,False,False,False
1,36,0,0,0,0,0,0,1,95.0,2.87,2852.4,0.0,0,86.1,2938.5,30,1,1,1,29,1,0,0,3597,0,1,1,1,1,0,0,0,False,False,True,False,False,False,True,False,False,False,True
0,24,1,0,0,0,0,0,1,76.0,7.01,2215.25,0.0,0,203.29,2418.54,29,1,1,1,42,1,0,0,5324,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,True
1,21,1,0,1,0,0,1,1,44.3,0.0,2666.75,0.0,20,0.0,2686.75,59,1,0,0,53,0,1,1,5905,0,0,0,0,0,1,1,1,False,False,False,True,False,True,False,False,False,True,False
1,74,0,1,1,0,0,1,1,83.75,45.84,3273.55,0.0,0,1879.44,5152.99,41,1,1,1,18,1,1,1,4995,1,1,0,1,0,0,0,0,False,False,False,False,False,True,False,False,False,False,True
0,66,0,1,1,0,0,1,1,97.8,45.37,5458.8,0.0,0,2631.46,8090.26,58,1,1,1,28,1,1,5,6019,0,0,1,0,0,1,1,0,True,False,False,False,False,True,False,False,False,False,True
0,64,0,0,1,0,0,1,1,20.65,35.24,20.65,0.0,0,35.24,55.89,1,0,1,0,0,0,1,8,4517,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False
1,40,0,0,1,1,2,1,0,44.8,25.9,169.65,0.0,0,103.6,273.25,4,1,1,0,19,1,1,1,2114,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,True,False
0,62,0,0,0,1,1,0,1,25.0,32.05,1498.35,0.0,0,1955.05,3453.4,61,0,1,1,0,0,0,0,4673,0,0,0,0,0,0,0,0,False,True,True,False,False,True,False,False,False,False,False
1,41,0,0,0,0,0,0,1,70.0,27.28,740.0,0.0,0,272.8,1012.8,10,1,1,0,27,1,0,0,3156,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
0,22,1,0,0,0,0,0,1,47.85,25.33,1886.4,0.0,70,987.87,2944.27,39,1,1,0,82,0,0,0,5531,0,1,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False
0,45,0,0,1,0,0,1,1,19.55,30.07,658.95,0.0,0,932.17,1591.12,31,0,1,0,0,0,1,1,2687,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False
0,36,0,0,1,0,0,1,1,35.1,0.0,68.75,0.0,10,0.0,78.75,2,1,0,0,12,0,1,1,2643,1,0,0,0,0,0,1,1,False,False,False,True,False,False,False,False,True,True,False
1,47,0,0,1,0,0,1,1,79.3,3.12,2484.0,0.0,0,96.72,2580.72,31,1,1,1,6,1,1,1,5238,0,0,0,1,1,1,1,1,True,False,False,False,True,False,False,False,False,True,False
1,44,0,0,0,0,0,0,1,44.55,0.0,174.3,0.0,10,0.0,184.3,4,1,0,0,20,0,0,0,5605,1,0,0,0,0,1,1,1,False,False,False,True,False,False,False,False,True,False,False
0,26,1,0,0,0,0,0,1,90.65,16.76,2989.6,0.0,0,553.08,3542.68,33,1,1,1,85,1,0,0,4460,0,1,0,0,0,0,1,1,False,False,False,True,False,False,False,False,False,False,True
0,52,0,0,0,1,1,0,1,20.4,32.15,84.75,0.0,0,128.6,213.35,4,0,1,0,0,0,0,0,5602,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False
0,26,1,0,1,1,1,1,0,73.6,19.76,2316.85,12.66,0,632.32,2936.51,32,1,1,0,59,1,1,1,4343,0,1,1,1,1,0,1,1,False,True,False,False,True,False,False,False,False,True,False
0,69,0,1,1,0,0,1,1,110.8,15.85,7882.25,0.0,0,1141.2,9023.45,72,1,1,1,2,1,1,8,5933,0,0,1,1,1,1,1,0,False,True,True,False,False,False,False,False,False,False,True
1,51,0,0,0,0,0,0,0,70.2,1.01,760.05,0.0,0,11.11,771.16,11,1,1,0,8,1,0,0,2535,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
1,66,0,1,1,0,0,1,0,86.8,42.59,1975.85,0.0,0,979.57,2955.42,23,1,1,1,2,1,1,1,5788,0,0,0,0,0,0,1,1,True,False,False,True,False,False,False,False,False,False,True
0,20,1,0,0,0,0,0,1,98.15,20.26,567.45,0.0,0,121.56,689.01,6,1,1,0,26,1,0,0,3578,1,1,1,1,1,0,1,1,False,False,False,False,False,False,False,False,True,False,True
0,76,0,1,1,0,0,1,1,69.55,12.46,69.55,0.0,0,12.46,82.01,1,1,1,0,22,1,1,1,5948,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
1,24,1,0,0,0,0,0,0,95.7,9.97,1451.1,0.0,0,149.55,1600.65,15,1,1,1,47,1,0,0,4999,0,0,1,0,1,0,1,1,False,False,False,True,False,False,False,False,False,False,True
1,62,0,0,1,0,0,1,0,25.75,40.04,1864.2,0.0,0,2882.88,4747.08,72,0,1,1,0,0,1,1,4413,0,0,0,0,0,0,0,0,False,True,True,False,False,False,False,False,False,False,False
0,38,0,0,1,1,3,1,0,24.3,18.86,821.6,0.0,0,660.1,1481.7,35,0,1,1,0,0,1,5,5998,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False
1,46,0,0,1,0,0,1,0,54.9,10.33,2614.1,0.0,0,516.5,3130.6,50,1,1,1,6,1,1,4,4322,0,0,0,1,0,0,0,0,True,False,False,False,False,True,False,False,False,True,False
1,60,0,0,0,0,0,0,1,79.5,48.97,79.5,0.0,0,48.97,128.47,1,1,1,0,23,0,0,0,4490,1,0,0,0,0,1,0,0,False,False,False,True,False,False,False,False,True,False,True
0,77,0,1,0,0,0,0,1,75.45,23.46,158.4,0.0,0,46.92,205.32,2,1,1,1,25,1,0,0,3350,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,True
0,20,1,0,1,1,2,1,0,78.45,32.29,3126.45,0.0,0,1323.89,4450.34,41,1,1,0,69,1,1,1,5468,0,1,1,0,1,1,1,1,False,True,False,True,False,False,False,False,False,True,False
1,74,0,1,0,0,0,0,1,54.6,0.0,1803.7,0.0,0,0.0,1803.7,33,1,0,0,11,1,0,0,5322,0,0,0,1,1,1,1,0,True,False,False,True,False,False,True,False,False,False,False
1,30,0,0,0,0,0,0,1,99.25,31.27,3777.15,0.0,0,1188.26,4965.41,38,1,1,1,85,1,0,0,5274,1,0,0,1,0,1,1,1,False,False,False,False,False,False,True,False,False,False,True
1,80,0,1,1,0,0,1,1,104.35,22.95,6339.45,41.23,0,1377.0,7675.22,60,1,1,1,15,1,1,2,4040,0,0,1,1,0,1,1,1,True,False,False,True,False,False,False,False,False,False,True
1,34,0,0,1,1,1,1,1,55.1,47.1,1466.1,0.0,0,1177.5,2643.6,25,1,1,1,25,1,1,2,2499,0,0,0,0,1,0,0,0,True,False,False,False,True,False,False,False,False,True,False
0,23,1,0,1,1,3,1,0,20.0,20.05,200.0,0.0,0,200.5,400.5,0,0,1,0,0,0,1,4,3763,0,0,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,False,False
1,26,1,0,1,0,0,1,0,101.0,41.05,7085.5,0.0,0,2873.5,9959.0,70,1,1,0,59,1,1,9,5025,0,1,1,1,1,0,1,1,False,True,True,False,False,False,False,False,False,False,True
1,36,0,0,1,0,0,1,1,109.45,4.59,6572.85,0.0,0,275.4,6848.25,60,1,1,1,9,1,1,6,4350,0,1,0,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,True
0,74,0,1,1,0,0,1,0,64.2,12.33,2106.3,0.0,0,419.22,2525.52,34,1,1,0,23,1,1,2,2225,0,0,0,1,1,1,0,0,True,False,False,False,False,False,False,False,False,False,False
0,26,1,0,1,0,0,1,1,76.1,39.67,2093.4,30.14,0,1071.09,3134.35,27,1,1,0,59,1,0,0,3291,0,0,1,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,True
0,60,0,0,0,0,0,0,0,20.6,47.07,1093.0,0.0,0,2824.2,3917.2,60,0,1,0,0,0,0,0,4192,0,0,0,0,0,0,0,0,False,True,False,False,True,True,False,False,False,False,False
1,66,0,1,1,0,0,1,1,76.45,1.05,1233.4,0.0,0,17.85,1251.25,17,1,1,0,8,1,1,2,3266,1,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
0,55,0,0,1,0,0,1,1,93.7,40.52,6585.35,0.0,0,2876.92,9462.27,71,1,1,1,17,1,1,2,4296,1,0,0,0,0,1,1,1,False,True,False,False,False,False,False,False,False,False,True
1,38,0,0,1,1,1,1,1,103.2,42.16,5873.75,0.0,0,2360.96,8234.71,56,1,1,1,19,1,1,3,4478,0,0,0,1,1,1,1,1,False,True,False,True,False,True,False,False,False,False,True
1,46,0,0,1,0,0,1,1,94.1,26.94,5638.3,0.0,0,1643.34,7281.64,61,1,1,1,11,1,1,9,6295,1,0,1,0,1,1,0,0,False,True,False,True,False,True,False,False,False,False,True
1,59,0,0,1,1,2,1,1,30.2,0.0,469.65,0.0,0,0.0,469.65,15,1,0,0,16,1,1,8,5825,0,1,0,0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False
0,21,1,0,1,0,0,1,0,64.55,0.0,4504.9,46.06,0,0.0,4458.84,70,1,0,0,46,1,1,5,4858,0,1,1,1,1,1,1,1,False,True,False,False,False,False,False,False,False,False,False
0,29,1,0,0,1,1,0,0,24.7,0.0,24.7,0.0,70,0.0,94.7,1,1,0,0,48,0,0,0,3065,0,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,False,False
1,29,1,0,1,1,3,1,0,63.7,44.95,2763.35,0.0,0,1887.9,4651.25,42,1,1,0,69,1,1,10,3764,0,1,0,0,1,0,1,1,True,False,True,False,False,False,False,False,False,True,False
0,58,0,0,0,0,0,0,0,19.95,38.84,19.95,0.0,0,38.84,58.79,1,0,1,0,0,0,0,0,2732,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False
0,70,0,1,0,0,0,0,1,84.05,21.9,186.05,0.0,0,43.8,229.85,2,1,1,1,22,1,0,0,5039,0,0,0,0,0,0,1,0,False,True,False,True,False,False,False,False,True,False,True
1,19,1,0,1,0,0,1,0,20.7,21.72,1492.1,0.0,0,1563.84,3055.94,72,0,1,0,0,0,1,1,6317,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False
1,28,1,0,1,0,0,1,1,75.4,10.4,3865.45,0.0,0,540.8,4406.25,52,1,1,0,85,1,1,9,5211,0,1,1,0,0,1,1,1,True,False,False,False,True,False,False,False,False,True,False
0,33,0,0,1,1,2,1,0,53.45,17.01,3053.0,0.0,0,969.57,4022.57,57,1,1,0,11,1,1,1,5660,0,1,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,True,False
1,48,0,0,0,0,0,0,0,19.5,30.58,128.6,0.0,0,214.06,342.66,7,0,1,0,0,0,0,0,4271,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,True,False,False
1,51,0,0,0,0,0,0,0,94.8,40.25,4535.85,3.34,0,1891.75,6424.26,47,1,1,1,20,1,0,0,5022,0,1,1,0,0,1,0,0,True,False,False,False,False,True,False,False,False,False,True
0,22,1,0,0,0,0,0,1,105.05,26.83,6744.25,0.0,0,1743.95,8488.2,65,1,1,1,59,1,0,0,5742,0,0,1,0,1,1,1,1,True,False,False,False,False,False,False,False,False,False,True
0,26,1,0,1,1,2,1,1,23.3,18.14,1623.15,0.0,0,1306.08,2929.23,72,0,1,1,0,0,1,6,4152,0,0,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,False,False
1,45,0,0,0,0,0,0,1,24.15,37.79,1498.85,0.0,0,2569.72,4068.57,68,0,1,1,0,0,0,0,5987,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False
1,21,1,0,0,0,0,0,1,24.05,20.26,24.05,0.0,0,20.26,44.31,1,0,1,1,0,0,0,0,3162,1,0,0,0,0,0,0,0,False,False,False,False,True,False,False,False,False,False,False
1,43,0,0,0,0,0,0,1,70.2,13.02,237.95,0.0,0,52.08,290.03,4,1,1,0,15,1,0,0,5094,1,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,False,True
0,26,1,0,1,0,0,1,1,99.5,36.29,3762.0,0.0,0,1342.73,5104.73,37,1,1,1,27,1,1,1,4233,1,0,0,1,0,1,1,1,False,False,False,True,False,False,False,False,False,False,True
0,30,0,0,0,0,0,0,1,21.15,22.77,1419.4,19.31,0,1639.44,3039.53,72,0,1,0,0,0,0,0,5306,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,False,False,False
1,65,0,1,1,0,0,1,1,91.05,25.19,4370.75,0.0,0,1209.12,5579.87,48,1,1,1,22,1,1,1,3594,0,0,0,1,0,0,1,1,False,True,True,False,False,False,False,False,False,False,True
0,25,1,0,1,0,0,1,1,69.0,8.95,506.9,0.0,0,62.65,569.55,7,1,1,0,73,1,1,1,5672,1,0,0,0,0,0,0,1,False,False,False,True,False,False,False,False,True,False,True
0,30,0,0,0,0,0,0,0,19.55,8.23,19.55,0.0,0,8.23,27.78,1,0,1,0,0,0,0,0,5537,0,0,0,0,0,0,0,0,False,False,True,False,False,False,False,False,False,False,False
1,61,0,0,1,0,0,1,1,73.45,13.39,2661.1,0.0,0,468.65,3129.75,35,1,1,1,20,1,1,10,4719,0,0,0,0,1,1,1,1,True,False,False,False,False,False,False,False,False,True,False
1,30,0,0,0,0,0,0,0,100.1,48.95,4378.35,0.0,0,2153.8,6532.15,44,1,1,0,59,1,0,0,4025,0,0,0,1,1,1,1,1,False,True,False,False,False,True,False,False,False,False,True
0,23,1,0,1,0,0,1,0,45.4,0.0,1593.1,44.13,0,0.0,1548.97,37,1,0,0,27,1,1,1,4051,0,1,0,0,1,1,0,0,False,True,False,True,False,False,False,False,False,True,False
